Code article;Désignation;Marque;Famille;Uvc;TVA;Prix d'achat;Marge;Prix de vente HT;Emplacement;Compte comptable achat;Compte comptable vente;Code barre;Code barre Fabricant;Stock
PNEUX;2 pneus michelin a emporté 205/55/16;DIVERS;DIVERS;;20;0,00 €;100;208.3333;;607;707;;;0
MECHE;MECHE PNEU;DIVERS;DIVERS;;20;0,00 €;100;8.3333;;607;707;;;0
LUNETTES ARRIRE CLIO 4;LUNETTE ARRIRE CLIO 4;DIVERS;DIVERS;;20;0,00 €;100;350;;607;707;;;0
DEFLECTEUR;DEFLECTEUR GAUCHE MEGANE;DIVERS;DIVERS;;20;0,00 €;100;268.3333;;607;707;;;0
PNEU;PNEU 095/65/16;DIVERS;DIVERS;;20;0,00 €;100;91.6667;;607;707;;;0
PNEU;PNEU 185/55/15;DIVERS;DIVERS;;20;0,00 €;100;58.3333;;607;707;;;0
DEF;DEFLECTEUR AVANT GAUCHE;DIVERS;DIVERS;;20;0,00 €;100;141.6667;;607;707;;;0
pneu;PNEU 195/70/15;DIVERS;DIVERS;;20;0,00 €;100;50;;607;707;;;0
1618394280;PARE-BRISE V CAPTEUR PLUIE (ACOUSTIQUE);CITROEN;DIVERS;Unitaire;20;0,00 €;0;559.68;;607;707;;;-2
MO;montage disques et plaquettes arr plus purge de freins;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
MO;montage 3 filtres plus vidange;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
727121636R;PARE-BRISE V CAPTEUR PLUIE (ACOUSTIQ/ALL.PHARES AUTO);RENAULT;DIVERS;Unitaire;20;0,00 €;0;529.45;;607;707;;;-5
4133AGNBLMV1B;Pare-brise vert dégradé bleu;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;597.57;;607;707;;;0
00008116R2;PARE-BRISE;PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;452.72;;607;707;;;0
8558AGNGYVZ;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;373.1;;607;707;;;0
00008120CJ;ENJOLIVEUR D PARE-BRISE;CITROEN;DIVERS;Unitaire;20;0,00 €;0;35.71;;607;707;;;0
7262DGAMV1R;Kit PB Vert + accessoires;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;282.34;;607;707;;;-2
5439ASMV;Enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;36.03;;607;707;;;-1
5439ACL;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;247.12;;607;707;;;0
PN;PNEUS 205/55/16;DIVERS;DIVERS;;20;0,00 €;100;366.6667;;607;707;;;0
9016710220;JOINT PARE-BRISE;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;29.29;;607;707;;;0
90579531;ENJOLIVEUR INF PARE-BRISE;OPEL;DIVERS;Unitaire;20;0,00 €;0;36.9;;607;707;;;-1
6283AGSV;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;348.01;;607;707;;;-1
6283AKMV;Kit enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;42.4;;607;707;;;0
pneumatique;02 pneux 185/55/16;DIVERS;DIVERS;;20;0,00 €;100;100;;607;707;;;-1
1609546180;KIT COLLAGE PARE-BRISE;CITROEN;DIVERS;Unitaire;20;0,00 €;0;32.72;;607;707;;;0
2736ACCVZ;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;499.33;;607;707;;;0
SOUFLET DE KRD;SOUFLET DE CARDANT;DIVERS;DIVERS;;20;0,00 €;100;75;;607;707;;;0
OFFRE EXEPTIONNEL;OFFRE FRANCHISE;DIVERS;DIVERS;;20;0,00 €;100;83.3333;;607;707;;;0
7700351157;PARE-BRISE V;RENAULT;DIVERS;Unitaire;20;0,00 €;0;312.82;;607;707;;;0
7247DGN;Kit PB Vert + accessoires;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;360.33;;607;707;;;0
M/O;M/O;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;0
4L0845099KNVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+ENJ/DEGRAD/VIN/CHGT.VOIE);AUDI;DIVERS;Unitaire;20;0,00 €;0;1001.74;;607;707;;;-1
PNEUX;02 PNEUX 165/70/14;DIVERS;DIVERS;;20;0,00 €;100;91.6667;;607;707;;;0
7227DCL1C;Kit PB Clair + accessoires;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;182.68;;607;707;;;0
AGC;AGC BRIE DE GLASS;AGC;DIVERS;;20;0,00 €;100;125;;607;707;;;0
1616853480;PARE-BRISE V (YC JOINT+CALE);CITROEN;DIVERS;Unitaire;20;0,00 €;0;280.52;;607;707;;;-2
1618195480;PARE-BRISE V (YC CALES);CITROEN;DIVERS;Unitaire;20;0,00 €;0;373.68;;607;707;;;-13
BOITE;BOITE VITESSE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
PN;PNEU 205/55/16V;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
PN;PNEU 225/50/17 CONTINENTAL;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
transfert;transfert pneumatique;DIVERS;DIVERS;;20;0,00 €;100;16.6667;;607;707;;;0
5360AGSMVZ1D;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;342.96;;607;707;;;0
5358AGSBLMV1B;Pare-brise vert dégradé bleu;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;288.09;;607;707;;;-1
acc;accessoir vitrage;ABAC;DIVERS;;20;0,00 €;100;0;;607;707;;;0
5385AGSMVZ;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;320.02;;607;707;;;0
2746AGAMVW1B;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;442.7;;607;707;;;0
1622750180;AGRAFE ENJOLIVEUR P/B (QTE=12);CITROEN;DIVERS;Unitaire;20;0,00 €;0;0.66;;607;707;;;0
AGC;AGRAFES ENJOLIVEUR G PARE BRISE ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
CALES;CALES PARE BRISE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
4121ASMH;Enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;19.24;;607;707;;;0
4121ALGBL;Pare-brise vert dégradé bleu;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;338.52;;607;707;;;0
DEF;def avant droit 3008;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
nt;nettoyage bris de glace;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
2735ACDMVZ6A;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;1275.61;;607;707;;;-11
COMP;COMPRESSEUR DE CLIM ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
PN;195/70/14;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
PN;PNEUS 205/55/16;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
6539DGSV;Kit PB Vert solar + Acc;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;177.51;;607;707;;;0
8595AGACMVZ3P;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;335;;607;707;;;0
5328AGNGNVW;Pare-brise vert dégradé vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;367.92;;607;707;;;0
JOI;JOINT PARE-BRISE;DIVERS;DIVERS;;20;0,00 €;100;19.2417;;607;707;;;-1
CALES;CALES DE PARE-BRISE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
M/O;M/O;DIVERS;DIVERS;;20;0,00 €;100;221.2;;607;707;;;0
1246703301;PARE-BRISE V DEGRADE;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;403.5;;607;707;;;0
7273AGSMVZ1R;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;356.06;;607;707;;;0
1609772780;PARE-BRISE V CAPTEUR PLUIE (RET.ELECT/ACOUS/SUPP.RECT);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;613.18;;607;707;;;-3
2740AGAVZ;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;370.06;;607;707;;;0
PN;185/65/15;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-1
ADD;REMPLISSAGE ADDITIF FAP;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
PN;235/60/17;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
PN;2 pneus 225/60/17 intertrac;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
ER;ERREUR SAISIE ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;1
2741ACCMVZ2P;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;418.2;;607;707;;;0
24434606;ENJOLIVEUR D PARE-BRISE;OPEL;DIVERS;Unitaire;20;0,00 €;0;28.55;;607;707;;;0
24434605;ENJOLIVEUR G PARE-BRISE;OPEL;DIVERS;Unitaire;20;0,00 €;0;28.55;;607;707;;;0
9179721;ENJOLIVEUR INF PARE-BRISE;OPEL;DIVERS;Unitaire;20;0,00 €;0;22.34;;607;707;;;-1
93180891;ENJOLIVEUR SUP PARE-BRISE;OPEL;DIVERS;Unitaire;20;0,00 €;0;12.7;;607;707;;;-1
6292AGSBL;Pare-brise vert dégradé bleu;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;269.5;;607;707;;;0
PN;245/45/19 RFT;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
DIST;courroie distribution avec pompe a eau;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
kia;vitre arrière;DIVERS;DIVERS;;20;0,00 €;100;300;;607;707;;;0
mo;montage leve vitre;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
00008116JP;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIS (ACOUSTIQUE);DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
5438AGSAM1B;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;266.36;;607;707;;;0
7237ASMHT;Enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;39.02;;607;707;;;0
7237ACC1B;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;270.09;;607;707;;;0
6302AGNVZ6I;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;320;;607;707;;;0
8558AGNVZ;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;423.28;;607;707;;;0
1246703301;JEUX DE DISQUE + JEUX DE PLAQUETTE AVG AVD;DIVERS;DIVERS;;20;0,00 €;100;37.5;;607;707;;;0
6560AGAMVW1B;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;611.48;;607;707;;;-3
colle;sup colle ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
1618182080;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (ACOUSTIQUE/YC CALES);CITROEN;DIVERS;Unitaire;20;0,00 €;0;702.7;;607;707;;;-1
2723ASMH;Enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;49.12;;607;707;;;0
2723AGN1B;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;157.81;;607;707;;;0
MO;MO FREINS ARR;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
MO;MO FREINS AV;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
acc;MONTAGE COURROIE ACC + TENDEUR;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
PUR;PURGE DE FREINS;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
FIL;FILTRE A GASOIL ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
MOF;MO FORFAIT;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
PON;PONT ARRIERE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
00008116S3;PARE-BRISE V ATHERMIQUE (YC ENJOLIVEUR ET CALES);CITROEN;DIVERS;Unitaire;20;0,00 €;0;345.18;;607;707;;;0
vid;vidange 3 filres huile castrol 5w30;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
1609772680;PARE-BRISE V (ACOUSTIQUE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;478.83;;607;707;;;-1
8580AGAGYMVW1B;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;370;;607;707;;;0
51348402572;GLACE MOBILE V PTE ARD;BMW;DIVERS;Unitaire;20;0,00 €;0;133.05;;607;707;;;0
2439ACCGNMV1T;Pare-brise clair dégradé vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;689.12;;607;707;;;0
727121830R;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (ACOUST/AVERTISS.VOIE/E4);RENAULT;DIVERS;Unitaire;20;0,00 €;0;870.44;;607;707;;;0
7247AGN;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;299.35;;607;707;;;0
NETTOYAGE BRIS DE ;NETTOYAGE BRIS DE GLACE;DIVERS;DIVERS;Unitaire;20;0,00 €;0;10.35;;607;707;;;
7274AGAM1R;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;485.68;;607;707;;;0
revision;REVISION COMPLETE;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-7
JANTE;JANTE EN TOLLE;DIVERS;DIVERS;;20;0,00 €;100;33.3333;;607;707;;;0
6552ACCMVZ1B;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;879.55;;607;707;;;0
7248DGS1B;Kit PB Vert + accessoires;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;175.43;;607;707;;;0
2732AGSVW;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;265.68;;607;707;;;0
RA;RADIATEUR ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
HUILE ;HUILE DE DIRECTION ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
8595AGAMVZ1P;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;664;;607;707;;;-6
5N0845011AENVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+EMB/JOUR-NUIT AUTO);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;664;;607;707;;;0
PNEUS;PNEUS 175/65/14;DIVERS;DIVERS;;20;0,00 €;100;91.6667;;607;707;;;0
OFFRE;OFFRE FRANCHISE;DIVERS;DIVERS;;20;0,00 €;100;62.5;;607;707;;;0
8584AGSMVW1B;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;472.4;;607;707;;;0
2439RGSR5RD;Glace de porte ARD verte;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;133.05;;607;707;;;0
NB;netoyage bris de glace;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
pneu;2 PNEUS 215/60/17;DIVERS;DIVERS;;20;0,00 €;100;191.6667;;607;707;;;0
00008120Q3;ENJOLIVEUR D PARE-BRISE;CITROEN;DIVERS;Unitaire;20;0,00 €;0;61.5;;607;707;;;0
00008120Q2;ENJOLIVEUR G PARE-BRISE;CITROEN;DIVERS;Unitaire;20;0,00 €;0;61.5;;607;707;;;0
1611883480;KIT COLLAGE RAPIDE PARE-BRISE;CITROEN;DIVERS;Unitaire;20;0,00 €;0;51.62;;607;707;;;0
00008116HQ;PARE-BRISE V;CITROEN;DIVERS;Unitaire;20;0,00 €;0;336.25;;607;707;;;0
Quitte d'embrayage;quitte d'embrayage;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
k d;quitte d'embrayage;DIVERS;DIVERS;;20;0,00 €;100;166.6667;;607;707;;;0
cardon;cardon gauche;DIVERS;DIVERS;;20;0,00 €;100;108.3333;;607;707;;;0
plaquette avant;plaquettes avant;DIVERS;DIVERS;;20;0,00 €;100;37.5;;607;707;;;0
vidange;vidange 5w30 + filtre a huile ;DIVERS;DIVERS;;20;0,00 €;100;70.8333;;607;707;;;0
b.r;bercaux;DIVERS;DIVERS;;20;0,00 €;100;66.6667;;607;707;;;0
m/o;m/o;DIVERS;DIVERS;;20;0,00 €;100;304.1667;;607;707;;;0
7700838570;CALE PARE-BRISE  D.D;RENAULT;DIVERS;Unitaire;20;0,00 €;0;0.95;;607;707;;;0
7711575968;KIT COLLAGE RAPIDE PARE-BRISE (BIPAC+2);RENAULT;DIVERS;Unitaire;20;0,00 €;0;49.35;;607;707;;;0
7701066906;PARE-BRISE V;RENAULT;DIVERS;Unitaire;20;0,00 €;0;306.66;;607;707;;;0
BL;BALAIS EESUIE GLACE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
OFF;OFFRE FRANCHISE;DIVERS;DIVERS;;20;0,00 €;100;51.5083;;607;707;;;0
OFFRE;OFFRE FRANCHISE;DIVERS;DIVERS;;20;0,00 €;100;513.4167;;607;707;;;1
2461AGNMUV;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;565.12;;607;707;;;0
2741AGSVZ;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;354.63;;607;707;;;0
PNEUS;2 PNEUS 215/55/18;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
PNEUS;2 PNEUS 215/55/18;DIVERS;DIVERS;;20;0,00 €;100;250;;607;707;;;0
1526109;PARE-BRISE BL AVEC CAPTEUR PLUIE;FORD (EU);DIVERS;Unitaire;20;0,00 €;0;635.12;;607;707;;;0
PNEUS FIRESTONE;2 PNEUS 225/65/16 C;DIVERS;DIVERS;;20;0,00 €;100;104.1667;;607;707;;;-1
PNEUS FIRESTONE;2 PNEUS 225/65/16 C;DIVERS;DIVERS;;20;0,00 €;100;104.1667;;607;707;;;0
2461AGNGYCMV1B;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;542.92;;607;707;;;0
4032332;Pare-brise vert;AGC;DIVERS;Unitaire;20;0,00 €;0;0;;607;707;;;0
2746AGAVW;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;412.87;;607;707;;;0
7M3845091N;PARE-BRISE V;SEAT;DIVERS;Unitaire;20;0,00 €;0;689.02;;607;707;;;-1
0000K04717046;GLACE MOBILE V PTE AVD;CHRYSLER;DIVERS;Unitaire;20;0,00 €;0;308.93;;607;707;;;0
0000K04675744;GLACE MOBILE V PTE ARD;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
KADJAR;vitre avant;DIVERS;DIVERS;;20;0,00 €;100;350;;607;707;;;0
3V0845011AFNVB;PARE-BRISE V ATHERMIQ CHAUFFAN-CAPT/PLUIE (RETRO INT JOUR/NUIT MANU);SKODA;DIVERS;Unitaire;20;0,00 €;0;714;;607;707;;;0
73150S2H003;ENJOLIVEUR PARE-BRISE;HONDA;DIVERS;Unitaire;20;0,00 €;0;155.6;;607;707;;;0
3967AGNV1P;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;290.88;;607;707;;;0
7281AGSMV1P;Pare-brise vert solar;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;392.89;;607;707;;;-5
3G0845011ABNVB;PARE-BRISE V ATHERMIQ CHAUFFAN-CAPT/PLUIE;VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;779.8;;607;707;;;0
PNEUS;2 PNEUS 215/70/15C;DIVERS;DIVERS;;20;0,00 €;100;133.3333;;607;707;;;-1
0K53E63910;PARE-BRISE V AVEC BANDEAU CAPTEUR PLUIE;KIA;DIVERS;Unitaire;20;0,00 €;0;579.67;;607;707;;;0
PN;PNEUS 155/65/14;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
00008116HV;PARE-BRISE V CAPTEUR PLUIE (YC ENJ+CALES);CITROEN;DIVERS;Unitaire;20;0,00 €;0;686.11;;607;707;;;0
7700353358;PARE-BRISE V CHAUFFANT;RENAULT;DIVERS;Unitaire;20;0,00 €;0;1585.74;;607;707;;;0
PN;215/55/17;DIVERS;DIVERS;;20;0,00 €;100;108.3333;;607;707;;;0
51317258066;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (AFFICH.TETE HAUTE);BMW;DIVERS;Unitaire;20;0,00 €;0;459.81;;607;707;;;-1
ALT;ALTERNATEUR;DIVERS;DIVERS;;20;0,00 €;100;370;;607;707;;;0
M O;MAIN D'euvre;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;0
ALT;alternateur;DIVERS;DIVERS;;20;0,00 €;100;216.6667;;607;707;;;0
M/O;M/O;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;0
PN;2 PNEUS 185/65/15;DIVERS;DIVERS;;20;0,00 €;100;100;;607;707;;;-2
MO;ROULEMENT AV G AV D;DIVERS;DIVERS;;20;0,00 €;100;115;;607;707;;;0
SUPPORT MOTEUR;SUPPORTE MOTEUR ;DIVERS;DIVERS;;20;0,00 €;100;75;;607;707;;;0
MO;MO;DIVERS;DIVERS;;20;0,00 €;100;41.6667;;607;707;;;0
JOU DISQUE AR;JOU DISQUE AR;DIVERS;DIVERS;;20;0,00 €;100;156;;607;707;;;0
PLAQUETTE DE FRAIN AR;PLAQUETTE DE FRAIN AR;DIVERS;DIVERS;;20;0,00 €;100;45;;607;707;;;0
PLAQUETTE DE FRAIN AV;PLAQUETTE DE FRAIN AV;DIVERS;DIVERS;;20;0,00 €;100;45;;607;707;;;0
FILTRE A HUIL;FILTRE A HUIL;DIVERS;DIVERS;;20;0,00 €;100;12;;607;707;;;0
FILTRE A AIR;FILTRE A AIR;DIVERS;DIVERS;;20;0,00 €;100;25;;607;707;;;0
FILTRE A GASOIL;FILTRE A GASOIL;DIVERS;DIVERS;;20;0,00 €;100;14;;607;707;;;0
HUILE 5W30;HUIL 5W30;DIVERS;DIVERS;;20;0,00 €;100;45;;607;707;;;0
MO;FORFAIT MO;DIVERS;DIVERS;;20;0,00 €;100;1220;;607;707;;;0
ALT;ALTERNATEUR;DIVERS;DIVERS;;20;0,00 €;100;216.667;;607;707;;;-1
MO;MO;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;0
DURITTE;DURITTE;DIVERS;DIVERS;;20;0,00 €;100;54.17;;607;707;;;0
7257ACDMV1R;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;647.02;;607;707;;;0
PLAQUETTE DE FRAIN AV;PLAQUETTE DE FRAIN AV;DIVERS;DIVERS;;20;0,00 €;100;83.3333;;607;707;;;0
1746910;ENJOLIVEUR D PARE-BRISE;FORD (EU);DIVERS;Unitaire;20;0,00 €;0;14.19;;607;707;;;0
1746911;ENJOLIVEUR G PARE-BRISE;FORD (EU);DIVERS;Unitaire;20;0,00 €;0;14.19;;607;707;;;0
3572AGAMVW6P;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;424.59;;607;707;;;0
3741AKKV1F;Kit enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;33.63;;607;707;;;-1
3741AGN1B;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;357.43;;607;707;;;-2
7260ACDMV1R;Pare-brise clair;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;546.18;;607;707;;;0
8200485243;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (ALLUM.PHAR/ACOUSTIQUE);RENAULT;DIVERS;Unitaire;20;0,00 €;0;236.52;;607;707;;;0
MO;MO;DIVERS;DIVERS;;20;0,00 €;100;41.6667;;607;707;;;0
1T0845011ECNVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMBASE/EQUIP.CAMERA);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;445.2;;607;707;;;0
PN;4 pneus 235/45/18 98W MICHLIN PREMASIE 3;DIVERS;DIVERS;;20;0,00 €;100;483.3333;;607;707;;;0
8L0845099S;PARE-BRISE V AVEC BANDEAU (YC ENJOLS.REGARD No CHASS);AUDI;DIVERS;Unitaire;20;0,00 €;0;356.4;;607;707;;;0
13121395;PARE-BRISE V ATHERMIQUE (ABSORB.THERMIQ/REGARD.VIN);OPEL;DIVERS;Unitaire;20;0,00 €;0;507;;607;707;;;0
00008116NR;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE;PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;491.95;;607;707;;;0
7D0845099P;PARE-BRISE AVEC BANDEAU;VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;390.6;;607;707;;;0
5438AGSAM6Z;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;268.19;;607;707;;;0
PN;2 PNEUS UNIROYAL 215/60/16C;DIVERS;DIVERS;;20;0,00 €;100;116.6667;;607;707;;;0
EMB;EMBASE DE RETROVISEUR INTERIEUR;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
0K55363402;JOINT PARE-BRISE;KIA;DIVERS;Unitaire;20;0,00 €;0;14.91;;607;707;;;0
8200220440;JOINT PARE-BRISE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;27.83;;607;707;;;-1
8200200549;PARE-BRISE V CAPTEUR PLUIE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;356.35;;607;707;;;0
cal;CALE G PARE BRISE ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
7700838570;CALE INF PARE-BRISE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;0.95;;607;707;;;0
8200325230;CALE PARE-BRISE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;0.39;;607;707;;;0
colle;COLLE PARE BRISE SIKA ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
5K0845011ABNVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMBASE RETRO);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;519.11;;607;707;;;-2
5438ASMV;Enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;41.8;;607;707;;;-3
PB ATH C;PARE BRISE ATH CAPTEUR;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
8578AGSGYMVW;Pare-brise vert dégradé gris;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;666.9;;607;707;;;0
1072989;ENJOLIVEUR SUP PARE-BRISE;FORD (EU);DIVERS;Unitaire;20;0,00 €;0;59.67;;607;707;;;-1
3550AGNVW2P;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;378.02;;607;707;;;0
6537AKMV;Kit enjoliveur pare-brise;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;175.08;;607;707;;;-1
6537AGN;Pare-brise vert;PILKINGTON;DIVERS;Unitaire;20;0,00 €;0;179.64;;607;707;;;-1
6396702801;PARE-BRISE V DEGRADE CAPTEUR PLUIE (ATHERMIQUE);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;310;;607;707;;;0
2036701401;PARE-BRISE BL ATHERMIQUE AVEC BANDEAU (VITRAGE INTEGRAL);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;287.94;;607;707;;;0
